"id","host_response_rate","host_acceptance_rate","host_is_superhost","host_listings_count","host_total_listings_count","host_has_profile_pic","host_identity_verified","neighbourhood_cleansed","neighbourhood_group_cleansed","property_type","room_type","accommodates","bathrooms_text","bedrooms","beds","price","minimum_nights","maximum_nights","minimum_minimum_nights","maximum_minimum_nights","minimum_maximum_nights","maximum_maximum_nights","minimum_nights_avg_ntm","maximum_nights_avg_ntm","has_availability","availability_30","availability_60","availability_90","availability_365","calendar_last_scraped","number_of_reviews","number_of_reviews_ltm","number_of_reviews_l30d","review_scores_rating","instant_bookable","a_balcony","a_garden","a_fireplace","a_outdoors","a_pool","a_breakfast","a_air_conditioning","a_parking","a_working_space","a_child_friendly","a_gym","a_gaming","a_kitchen","a_pets","bathroom_digits","bathroom_chars","bathrooms_type","bathrooms_count","flag_review_scores_rating"
41769704,"100","100",0,3,3,1,1,"la Sagrada Família","Eixample","Apartment","Private room",2,"1 shared bath",1,1,130,1,1125,1,1,1125,1125,1,1125,1,7,9,9,9,2020-12-17,17,17,0,95,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0," shared bath","1  ","Shared",1,0
41772020,"N/A","100",0,0,0,1,0,"Sant Antoni","Eixample","Apartment","Private room",2,"1 shared bath",2,2,24,30,1125,30,30,1125,1125,30,1125,1,16,16,16,16,2020-12-16,0,0,0,94,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0," shared bath","1  ","Shared",1,1
41772041,"N/A","N/A",0,1,1,1,1,"el Fort Pienc","Eixample","Apartment","Private room",3,"1.5 shared baths",1,1,30,1,6,1,1,6,6,1,6,1,29,59,89,89,2020-12-17,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,". shared baths","1.5  ","Shared",1,1
41772791,"N/A","N/A",0,1,1,1,1,"Sant Gervasi - Galvany","Sarrià-Sant Gervasi","Apartment","Private room",2,"1 shared bath",1,1,55,30,1125,30,30,1125,1125,30,1125,1,30,60,90,365,2020-12-18,0,0,0,94,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0," shared bath","1  ","Shared",1,1
41775290,"N/A","100",0,1,1,1,1,"el Poble Sec","Sants-Montjuïc","Apartment","Private room",2,"1.5 baths",1,1,30,1,1125,1,1,1125,1125,1,1125,1,29,59,89,179,2020-12-18,1,1,0,100,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,". baths","1.5 ","Private",1,0
41776028,"N/A","100",0,0,0,1,0,"el Poblenou","Sant Martí","Apartment","Entire home/apt",2,"1 bath",1,1,88,1,1125,1,1,1125,1125,1,1125,1,30,60,90,90,2020-12-18,0,0,0,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0," bath","1 ","Private",1,1
41781852,"N/A","100",0,3,3,1,1,"el Barri Gòtic","Ciutat Vella","Apartment","Entire home/apt",4,"1 bath",1,1,52,90,1125,90,90,1125,1125,90,1125,1,29,59,89,364,2020-12-17,0,0,0,94,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0," bath","1 ","Private",1,1
41782134,"83","98",0,10,10,1,1,"el Camp de l'Arpa del Clot","Sant Martí","Apartment","Entire home/apt",2,"1 bath",1,1,49,2,1125,1,2,1125,1125,1.3,1125,1,6,36,66,341,2020-12-18,4,4,0,80,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0," bath","1 ","Private",1,0
41782175,"N/A","100",0,3,3,1,1,"el Barri Gòtic","Ciutat Vella","Apartment","Entire home/apt",4,"1 bath",1,1,48,180,1125,180,180,1125,1125,180,1125,1,30,60,90,365,2020-12-17,0,0,0,94,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0," bath","1 ","Private",1,1
41782520,"N/A","100",0,3,3,1,1,"el Barri Gòtic","Ciutat Vella","Apartment","Entire home/apt",4,"1 bath",1,1,55,90,1125,90,90,1125,1125,90,1125,1,29,59,89,364,2020-12-17,0,0,0,94,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0," bath","1 ","Private",1,1
41782523,"83","98",0,10,10,1,1,"el Camp de l'Arpa del Clot","Sant Martí","Apartment","Entire home/apt",4,"1 bath",2,0,155,1,1125,1,2,1125,1125,1.3,1125,1,15,45,75,350,2020-12-17,0,0,0,94,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0," bath","1 ","Private",1,1
41782541,"N/A","N/A",0,0,0,1,0,"el Barri Gòtic","Ciutat Vella","Apartment","Entire home/apt",2,"1 bath",1,2,139,31,1125,31,31,1125,1125,31,1125,1,30,60,90,365,2020-12-18,0,0,0,94,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0," bath","1 ","Private",1,1
41783019,"88","100",0,172,172,1,1,"la Sagrada Família","Eixample","Apartment","Entire home/apt",4,"1 bath",2,3,99,3,330,2,5,330,330,4,330,1,0,0,0,172,2020-12-17,2,2,0,70,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0," bath","1 ","Private",1,0
41784615,"N/A","100",0,1,1,1,0,"la Vila de Gràcia","Gràcia","Apartment","Private room",2,"1 shared bath",1,1,40,1,60,1,1,1125,1125,1,1125,1,30,60,90,90,2020-12-18,1,1,0,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0," shared bath","1  ","Shared",1,0
41786080,"N/A","100",0,3,3,1,1,"el Barri Gòtic","Ciutat Vella","Apartment","Entire home/apt",4,"1 bath",1,1,50,180,1125,180,180,1125,1125,180,1125,1,29,59,89,364,2020-12-17,0,0,0,94,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0," bath","1 ","Private",1,1
41787048,"N/A","0",0,0,0,1,0,"la Marina de Port","Sants-Montjuïc","Apartment","Private room",2,"2 baths",1,2,49,1,1125,1,1,1125,1125,1,1125,1,0,0,0,0,2020-12-16,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0," baths","2 ","Private",2,1
41787517,"100","91",0,0,0,1,1,"la Sagrada Família","Eixample","Apartment","Entire home/apt",6,"1.5 baths",2,3,83,2,30,2,2,30,30,2,30,1,21,51,79,329,2020-12-17,2,2,0,90,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,". baths","1.5 ","Private",1,0
41787521,"N/A","N/A",0,0,0,1,0,"la Sagrada Família","Eixample","Apartment","Private room",2,"1 shared bath",1,0,150,1,3,1,1,1125,1125,1,1125,1,0,0,0,0,2020-12-16,0,0,0,94,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0," shared bath","1  ","Shared",1,1
41788075,"100","91",0,0,0,1,1,"la Sagrada Família","Eixample","Apartment","Private room",2,"1.5 shared baths",1,1,43,2,4,2,2,4,4,2,4,1,30,60,88,243,2020-12-17,2,2,0,100,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,". shared baths","1.5  ","Shared",1,0
41788837,"N/A","50",0,0,0,1,0,"el Poble Sec","Sants-Montjuïc","Apartment","Private room",3,"1.5 shared baths",1,0,60,2,90,2,2,1125,1125,2,1125,1,30,60,90,90,2020-12-17,0,0,0,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,". shared baths","1.5  ","Shared",1,1
41788881,"N/A","0",0,0,0,1,0,"Hostafrancs","Sants-Montjuïc","Apartment","Private room",2,"1 bath",1,2,55,1,1125,1,1,1125,1125,1,1125,1,0,0,0,0,2020-12-16,0,0,0,94,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0," bath","1 ","Private",1,1
41790004,"50","100",0,3,3,1,1,"la Vila Olímpica del Poblenou","Sant Martí","Apartment","Entire home/apt",4,"1 bath",2,2,60,31,1125,31,31,1125,1125,31,1125,1,0,0,0,0,2020-12-18,0,0,0,94,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0," bath","1 ","Private",1,1
41790833,"40","100",0,23,23,1,1,"Sant Pere, Santa Caterina i la Ribera","Ciutat Vella","Apartment","Entire home/apt",2,"1 bath",1,1,29,32,1125,32,32,1125,1125,32,1125,1,0,7,37,282,2020-12-18,0,0,0,94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0," bath","1 ","Private",1,1
41791775,"40","100",0,23,23,1,1,"Sant Pere, Santa Caterina i la Ribera","Ciutat Vella","Apartment","Entire home/apt",2,"1 bath",1,1,41,32,1125,32,32,1125,1125,32,1125,1,30,60,90,335,2020-12-17,0,0,0,94,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0," bath","1 ","Private",1,1
41792229,"N/A","N/A",0,0,0,1,0,"Hostafrancs","Sants-Montjuïc","Apartment","Private room",2,"1 bath",1,2,25,4,1125,4,4,1125,1125,4,1125,1,0,0,0,0,2020-12-18,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," bath","1 ","Private",1,1
41792616,"90","100",0,2,2,1,1,"Sant Pere, Santa Caterina i la Ribera","Ciutat Vella","Apartment","Private room",2,"1 private bath",1,1,21,1,1125,1,1,1125,1125,1,1125,1,0,0,0,0,2020-12-18,14,14,0,91,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0," private bath","1  ","Private",1,0
41793918,"N/A","100",0,0,0,1,0,"el Clot","Sant Martí","Apartment","Private room",2,"2 baths",1,2,56,1,1125,1,1,1125,1125,1,1125,1,0,0,0,0,2020-12-16,0,0,0,94,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0," baths","2 ","Private",2,1
41795619,"100","100",0,3,3,1,1,"la Sagrada Família","Eixample","Apartment","Private room",2,"1 shared bath",1,1,130,1,1125,1,1,1125,1125,1,1125,1,5,7,7,7,2020-12-17,20,20,0,91,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0," shared bath","1  ","Shared",1,0
41795722,"100","100",0,3,3,1,1,"la Sagrada Família","Eixample","Apartment","Private room",6,"1 private bath",2,3,44,1,1125,1,1,1125,1125,1,1125,1,0,0,0,0,2020-12-18,25,25,0,96,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0," private bath","1  ","Private",1,0
41797002,"N/A","99",0,2,2,1,0,"el Raval","Ciutat Vella","Apartment","Entire home/apt",4,"1 bath",1,2,80,1,1125,1,2,1125,1125,1.3,1125,1,0,0,0,0,2020-12-16,2,2,0,50,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0," bath","1 ","Private",1,0
41797549,"N/A","100",0,3,3,1,1,"el Barri Gòtic","Ciutat Vella","Apartment","Entire home/apt",4,"1 bath",2,4,75,31,1125,31,31,1125,1125,31,1125,1,29,59,89,364,2020-12-17,0,0,0,94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0," bath","1 ","Private",1,1
41798903,"N/A","N/A",0,4,4,1,1,"la Sagrada Família","Eixample","Apartment","Private room",2,"1 shared bath",1,1,45,1,1125,1,1,1125,1125,1,1125,1,29,59,89,269,2020-12-17,0,0,0,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0," shared bath","1  ","Shared",1,1
41802108,"N/A","46",1,2,2,1,1,"el Barri Gòtic","Ciutat Vella","Apartment","Entire home/apt",4,"2 baths",2,2,136,32,180,32,32,180,180,32,180,1,30,60,90,365,2020-12-17,0,0,0,94,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0," baths","2 ","Private",2,1
41806570,"N/A","100",0,3,3,1,1,"el Barri Gòtic","Ciutat Vella","Apartment","Entire home/apt",4,"1 bath",2,4,65,90,1125,90,90,1125,1125,90,1125,1,29,59,89,364,2020-12-18,0,0,0,94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0," bath","1 ","Private",1,1
41806714,"N/A","100",0,3,3,1,1,"el Barri Gòtic","Ciutat Vella","Apartment","Entire home/apt",4,"1 bath",2,4,57,180,1125,180,180,1125,1125,180,1125,1,29,59,89,364,2020-12-17,0,0,0,94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0," bath","1 ","Private",1,1
41807097,"90","99",0,21,21,1,1,"el Barri Gòtic","Ciutat Vella","Apartment","Entire home/apt",4,"1 bath",1,1,40,32,1125,32,32,1125,1125,32,1125,1,20,50,80,355,2020-12-18,1,1,0,80,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0," bath","1 ","Private",1,0
41807101,"100","N/A",0,0,0,1,0,"la Maternitat i Sant Ramon","Les Corts","Apartment","Private room",2,"1 private bath",1,1,30,2,1125,2,2,1125,1125,2,1125,1,30,60,90,365,2020-12-18,0,0,0,94,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0," private bath","1  ","Private",1,1
41807565,"100","100",0,0,0,1,1,"el Poble Sec","Sants-Montjuïc","Apartment","Private room",2,"1 shared bath",1,1,96,3,15,3,3,1125,1125,3,1125,1,29,59,73,74,2020-12-17,5,5,0,100,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0," shared bath","1  ","Shared",1,0
41808307,"100","100",0,4,4,1,1,"la Sagrada Família","Eixample","Apartment","Entire home/apt",4,"1 bath",1,0,25,2,1125,2,2,1125,1125,2,1125,1,15,45,75,75,2020-12-18,10,10,1,78,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0," bath","1 ","Private",1,0
41809299,"100","100",1,1,1,1,1,"el Raval","Ciutat Vella","Apartment","Entire home/apt",2,"1.5 baths",1,2,68,2,31,2,2,1125,1125,2,1125,1,29,59,89,333,2020-12-18,13,13,0,95,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,". baths","1.5 ","Private",1,0
41810267,"100","100",0,0,0,1,0,"el Barri Gòtic","Ciutat Vella","Apartment","Private room",3,"1 shared bath",1,2,11,1,1125,1,1,1125,1125,1,1125,1,23,53,83,281,2020-12-17,13,13,0,92,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0," shared bath","1  ","Shared",1,0
41810428,"N/A","N/A",0,0,0,1,0,"la Nova Esquerra de l'Eixample","Eixample","Apartment","Private room",2,"1 bath",1,2,53,1,1125,1,1,1125,1125,1,1125,1,29,59,89,179,2020-12-18,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," bath","1 ","Private",1,1
41811364,"100","99",0,1,1,1,1,"el Barri Gòtic","Ciutat Vella","Apartment","Entire home/apt",3,"1 bath",1,2,74,1,1125,1,1,1125,1125,1,1125,1,1,1,1,1,2020-12-19,9,9,0,84,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0," bath","1 ","Private",1,0
41811508,"20","100",0,0,0,1,1,"el Raval","Ciutat Vella","Apartment","Entire home/apt",4,"1 bath",2,4,50,32,1125,32,32,1125,1125,32,1125,1,30,60,90,270,2020-12-18,0,0,0,94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0," bath","1 ","Private",1,1
41812220,"100","100",0,1,1,1,1,"el Barri Gòtic","Ciutat Vella","Apartment","Entire home/apt",4,"2 baths",1,2,42,3,360,3,3,1125,1125,3,1125,1,19,35,35,42,2020-12-17,12,12,0,83,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0," baths","2 ","Private",2,0
41812841,"N/A","100",0,1,1,1,0,"Sant Pere, Santa Caterina i la Ribera","Ciutat Vella","Apartment","Entire home/apt",3,"1 bath",1,2,100,2,1125,2,2,1125,1125,2,1125,1,29,59,89,179,2020-12-17,1,1,0,80,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0," bath","1 ","Private",1,0
41815659,"N/A","91",0,0,0,1,0,"el Poble Sec","Sants-Montjuïc","Apartment","Private room",2,"1 shared bath",1,1,22,1,1125,1,1,1125,1125,1,1125,1,16,46,76,76,2020-12-18,5,5,0,100,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0," shared bath","1  ","Shared",1,0
41816914,"N/A","25",0,2,2,1,1,"Sant Pere, Santa Caterina i la Ribera","Ciutat Vella","Apartment","Entire home/apt",2,"1 bath",1,2,120,3,1125,3,3,1125,1125,3,1125,1,29,59,89,135,2020-12-17,0,0,0,94,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0," bath","1 ","Private",1,1
41819635,"100","50",1,10,10,1,1,"el Barri Gòtic","Ciutat Vella","Apartment","Entire home/apt",6,"1 bath",1,1,65,3,1125,2,3,1125,1125,3,1125,1,20,50,80,355,2020-12-17,2,2,1,100,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0," bath","1 ","Private",1,0
41820105,"N/A","100",0,1,1,1,0,"el Fort Pienc","Eixample","Apartment","Entire home/apt",3,"1 bath",1,0,67,3,1125,3,3,1125,1125,3,1125,1,0,0,0,0,2020-12-16,2,2,0,90,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0," bath","1 ","Private",1,0
41825801,"100","80",0,2,2,1,1,"Sant Antoni","Eixample","Apartment","Private room",2,"1 private bath",1,1,44,6,1125,6,6,1125,1125,6,1125,1,25,55,85,355,2020-12-18,0,0,0,94,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0," private bath","1  ","Private",1,1
41826270,"0","N/A",0,0,0,1,1,"Diagonal Mar i el Front Marítim del Poblenou","Sant Martí","Apartment","Private room",2,"1 shared bath",2,2,61,2,1125,2,2,1125,1125,2,1125,1,30,60,90,90,2020-12-18,0,0,0,94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0," shared bath","1  ","Shared",1,1
41827966,"N/A","81",0,3,3,1,0,"Sant Antoni","Eixample","Apartment","Private room",2,"1 shared bath",1,0,20,30,1125,30,30,1125,1125,30,1125,1,11,41,71,71,2020-12-18,3,3,0,100,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0," shared bath","1  ","Shared",1,0
41829622,"N/A","N/A",0,0,0,1,0,"el Poble Sec","Sants-Montjuïc","Apartment","Private room",2,"1.5 shared baths",1,1,38,1,1125,1,1,1125,1125,1,1125,1,29,59,89,89,2020-12-17,0,0,0,94,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,". shared baths","1.5  ","Shared",1,1
41831442,"0","0",0,0,0,1,0,"Sants","Sants-Montjuïc","Apartment","Private room",2,"2 baths",1,2,49,1,1125,1,1,1125,1125,1,1125,1,29,59,89,89,2020-12-18,0,0,0,94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0," baths","2 ","Private",2,1
41831783,"N/A","100",0,2,2,1,0,"el Raval","Ciutat Vella","Apartment","Entire home/apt",5,"1 bath",3,3,50,3,1125,3,3,1125,1125,3,1125,1,0,0,0,0,2020-12-18,8,8,0,71,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0," bath","1 ","Private",1,0
41832988,"N/A","98",0,2,2,1,1,"Sant Pere, Santa Caterina i la Ribera","Ciutat Vella","Apartment","Entire home/apt",3,"1 bath",1,3,50,1,1125,1,1,1125,1125,1,1125,1,0,0,0,0,2020-12-16,17,17,0,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0," bath","1 ","Private",1,0
41834503,"N/A","N/A",0,1,1,1,0,"la Marina de Port","Sants-Montjuïc","Apartment","Private room",2,"1.5 baths",1,2,189,4,5,4,4,1125,1125,4,1125,1,0,0,0,0,2020-12-16,0,0,0,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,". baths","1.5 ","Private",1,1
41834707,"80","98",0,28,28,1,1,"la Sagrada Família","Eixample","Apartment","Entire home/apt",5,"1 bath",1,3,93,28,1125,28,28,1125,1125,28,1125,1,0,0,0,0,2020-12-18,7,7,0,100,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0," bath","1 ","Private",1,0
41835363,"N/A","25",0,0,0,1,0,"la Sagrada Família","Eixample","Apartment","Private room",2,"1 bath",1,2,55,1,1125,1,1,1125,1125,1,1125,1,29,59,89,89,2020-12-17,0,0,0,94,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0," bath","1 ","Private",1,1
41836876,"N/A","100",0,0,0,1,1,"el Raval","Ciutat Vella","Apartment","Private room",2,"1.5 shared baths",1,1,35,1,1125,1,1,1125,1125,1,1125,1,30,60,90,365,2020-12-17,0,0,0,94,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,". shared baths","1.5  ","Shared",1,1
41839260,"0","95",0,16,16,1,1,"la Dreta de l'Eixample","Eixample","Apartment","Private room",2,"2 baths",1,2,93,1,1125,1,1,1125,1125,1,1125,1,30,60,90,90,2020-12-18,3,3,0,93,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0," baths","2 ","Private",2,0
41839567,"0","95",0,16,16,1,1,"el Fort Pienc","Eixample","Apartment","Private room",2,"2 shared baths",1,1,79,1,1125,1,1,1125,1125,1,1125,1,30,60,90,90,2020-12-17,0,0,0,94,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0," shared baths","2  ","Shared",2,1
41848803,"N/A","100",0,1,1,1,0,"Sant Pere, Santa Caterina i la Ribera","Ciutat Vella","Apartment","Entire home/apt",4,"1.5 baths",2,2,70,1,14,1,1,1125,1125,1,1125,1,30,60,90,180,2020-12-17,3,3,0,93,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,". baths","1.5 ","Private",1,0
41851862,"80","98",0,28,28,1,1,"la Dreta de l'Eixample","Eixample","Apartment","Entire home/apt",4,"1 bath",1,2,169,3,365,3,5,1125,1125,3.2,1125,1,0,0,0,0,2020-12-30,1,1,0,80,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0," bath","1 ","Private",1,0
41852599,"N/A","33",0,0,0,1,0,"Sant Martí de Provençals","Sant Martí","Apartment","Private room",2,"1 bath",1,2,35,1,1125,1,1,1125,1125,1,1125,1,29,59,89,89,2020-12-18,0,0,0,94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0," bath","1 ","Private",1,1
41853059,"100","99",0,4,4,1,1,"la Barceloneta","Ciutat Vella","Apartment","Entire home/apt",2,"2 baths",2,1,138,3,1125,3,3,1125,1125,3,1125,1,0,0,20,281,2020-12-17,4,4,0,95,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0," baths","2 ","Private",2,0
41853635,"N/A","100",0,1,1,1,0,"el Camp de l'Arpa del Clot","Sant Martí","Apartment","Private room",2,"1 shared bath",1,1,47,2,28,2,2,1125,1125,2,1125,1,30,60,90,90,2020-12-17,1,1,0,100,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0," shared bath","1  ","Shared",1,0
41854923,"100","100",0,0,0,1,1,"el Barri Gòtic","Ciutat Vella","Apartment","Entire home/apt",5,"1 bath",2,3,57,31,150,31,31,1125,1125,31,1125,1,2,32,44,291,2020-12-18,2,2,0,100,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0," bath","1 ","Private",1,0
41855443,"N/A","33",0,0,0,1,0,"Sants","Sants-Montjuïc","Apartment","Private room",2,"1 bath",1,2,34,1,1125,1,1,1125,1125,1,1125,1,0,0,0,0,2020-12-18,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," bath","1 ","Private",1,1
41855948,"N/A","100",0,1,1,1,0,"el Poble Sec","Sants-Montjuïc","Apartment","Private room",2,"1.5 baths",1,1,23,2,13,2,2,13,13,2,13,1,0,0,0,0,2020-12-16,0,0,0,94,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,". baths","1.5 ","Private",1,1
41857380,"N/A","N/A",0,0,0,1,0,"Sant Gervasi - Galvany","Sarrià-Sant Gervasi","Apartment","Entire home/apt",2,"1.5 baths",2,1,155,1,10,1,1,1125,1125,1,1125,1,0,0,0,0,2020-12-16,0,0,0,94,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,". baths","1.5 ","Private",1,1
41857581,"100","99",0,6,6,1,1,"el Raval","Ciutat Vella","Apartment","Entire home/apt",3,"2 baths",2,3,190,30,30,30,30,1125,1125,30,1125,1,30,60,90,270,2020-12-17,0,0,0,94,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0," baths","2 ","Private",2,1
41857666,"N/A","100",0,1,1,1,1,"el Barri Gòtic","Ciutat Vella","Apartment","Private room",2,"1 shared bath",1,2,40,1,1125,1,1,1125,1125,1,1125,1,25,41,41,41,2020-12-17,5,5,0,96,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0," shared bath","1  ","Shared",1,0
41858710,"100","100",0,0,0,1,0,"el Raval","Ciutat Vella","Apartment","Entire home/apt",2,"2 baths",1,2,23,31,180,31,31,1125,1125,31,1125,1,30,60,90,365,2020-12-17,0,0,0,94,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0," baths","2 ","Private",2,1
41859496,"N/A","100",0,0,0,1,0,"el Raval","Ciutat Vella","Apartment","Private room",4,"1 shared bath",1,2,35,2,1125,2,2,1125,1125,2,1125,1,30,60,90,90,2020-12-18,1,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," shared bath","1  ","Shared",1,0
41864656,"N/A","100",1,2,2,1,1,"la Maternitat i Sant Ramon","Les Corts","Apartment","Private room",3,"1 private bath",2,2,90,30,1125,30,30,1125,1125,30,1125,1,16,46,76,351,2020-12-18,0,0,0,94,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0," private bath","1  ","Private",1,1
41865988,"N/A","100",0,0,0,1,0,"el Raval","Ciutat Vella","Apartment","Private room",4,"1 private bath",3,4,80,3,90,3,3,1125,1125,3,1125,1,0,0,0,0,2020-12-18,0,0,0,94,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0," private bath","1  ","Private",1,1
41866535,"100","80",0,11,11,1,1,"la Dreta de l'Eixample","Eixample","Apartment","Entire home/apt",6,"2 baths",2,3,83,32,330,32,32,330,330,32,330,1,29,59,89,364,2020-12-17,0,0,0,94,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0," baths","2 ","Private",2,1
41867247,"N/A","N/A",0,1,1,1,0,"la Dreta de l'Eixample","Eixample","Apartment","Private room",2,"1 private bath",1,1,60,32,123,32,32,1125,1125,32,1125,1,30,60,90,365,2020-12-18,0,0,0,94,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0," private bath","1  ","Private",1,1
41867857,"100","96",0,0,0,1,0,"el Barri Gòtic","Ciutat Vella","Apartment","Entire home/apt",4,"1 bath",1,1,92,1,1125,1,1,1125,1125,1,1125,1,30,60,90,90,2020-12-17,0,0,0,94,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0," bath","1 ","Private",1,1
41868630,"N/A","100",0,3,3,1,1,"el Barri Gòtic","Ciutat Vella","Apartment","Entire home/apt",6,"2 baths",3,4,88,32,1125,32,32,1125,1125,32,1125,1,29,59,89,364,2020-12-18,0,0,0,94,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0," baths","2 ","Private",2,1
41868897,"N/A","100",0,3,3,1,1,"el Barri Gòtic","Ciutat Vella","Apartment","Entire home/apt",6,"2 baths",3,4,85,90,1125,90,90,1125,1125,90,1125,1,29,59,89,364,2020-12-18,0,0,0,94,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0," baths","2 ","Private",2,1
41869250,"N/A","100",0,3,3,1,1,"el Barri Gòtic","Ciutat Vella","Apartment","Entire home/apt",6,"2 baths",3,5,80,180,1125,180,180,1125,1125,180,1125,1,29,59,89,364,2020-12-17,0,0,0,94,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0," baths","2 ","Private",2,1
41869668,"N/A","0",0,1,1,1,0,"la Font de la Guatlla","Sants-Montjuïc","Apartment","Private room",2,"2 baths",1,2,34,1,1125,1,1,1125,1125,1,1125,1,29,59,89,89,2020-12-17,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0," baths","2 ","Private",2,1
41869706,"80","78",0,5,5,1,1,"la Barceloneta","Ciutat Vella","Apartment","Entire home/apt",2,"1 bath",2,2,114,3,1125,3,3,1125,1125,3,1125,1,0,0,0,0,2020-12-16,0,0,0,94,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0," bath","1 ","Private",1,1
41873176,"100","100",0,2,2,1,1,"el Raval","Ciutat Vella","Apartment","Entire home/apt",4,"1 bath",1,1,47,32,1125,32,32,1125,1125,32,1125,1,24,54,84,163,2020-12-17,0,0,0,94,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0," bath","1 ","Private",1,1
