id,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,instant_bookable,a_balcony,a_garden,a_fireplace,a_outdoors,a_pool,a_breakfast,a_air_conditioning,a_parking,a_working_space,a_child_friendly,a_gym,a_gaming,a_kitchen,a_pets,bathrooms_type,bathrooms_count,flag_review_scores_rating,ln_price,host_professional,seeked,is_reviewed,holdout
302440,1,5,5,1,1,el Raval,Ciutat Vella,Apartment,Entire home/apt,2,1 bath,1,2,45,31,1125,31,31,1125,1125,31,1125,1,29,59,89,364,2020-12-17,22,0,0,95,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Private,1,0,3.8066624897703196,Professional,0,1,0
305213,1,1,1,1,0,Sant Antoni,Eixample,Apartment,Entire home/apt,2,1 bath,1,2,70,20,1125,20,20,1125,1125,20,1125,1,30,60,90,180,2020-12-18,254,4,0,96,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Private,1,0,4.248495242049359,Individual,1,1,0
308166,1,1,1,1,1,la Dreta de l'Eixample,Eixample,Apartment,Entire home/apt,6,1 bath,3,3,155,3,20,3,3,1125,1125,3,1125,1,0,0,0,1,2020-12-17,176,0,0,99,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,Private,1,0,5.043425116919247,Individual,1,1,1
315769,0,3,3,1,1,la Sagrada Família,Eixample,Apartment,Entire home/apt,6,1 bath,2,3,90,30,90,30,30,1125,1125,30,1125,1,0,0,0,107,2020-12-17,22,6,0,96,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,Private,1,0,4.499809670330265,Individual,1,1,0
320506,0,0,0,1,0,el Poble Sec,Sants-Montjuïc,Apartment,Entire home/apt,2,1 bath,1,1,75,4,365,4,4,365,365,4,365,1,1,6,34,294,2020-12-17,52,2,0,93,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,Private,1,0,4.31748811353631,Individual,1,1,0
322268,0,2,2,1,0,el Barri Gòtic,Ciutat Vella,Apartment,Entire home/apt,2,1 bath,2,3,60,32,1125,32,32,1125,1125,32,1125,1,30,60,90,90,2020-12-17,89,0,0,97,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Private,1,0,4.0943445622221,Individual,1,1,0
323854,0,1,1,1,1,la Sagrada Família,Eixample,Apartment,Private room,2,1 bath,1,2,30,1,30,1,1,30,30,1,30,1,0,0,0,0,2020-12-17,21,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Private,1,0,3.4011973816621555,Individual,1,1,1
330723,0,2,2,1,1,el Raval,Ciutat Vella,Apartment,Private room,2,2 baths,1,1,30,14,1125,14,14,1125,1125,14,1125,1,1,1,1,1,2020-12-19,58,0,0,93,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Private,2,0,3.4011973816621555,Individual,1,1,0
330766,0,1,1,1,1,la Dreta de l'Eixample,Eixample,Apartment,Entire home/apt,4,1.5 baths,1,3,120,3,1125,3,3,1125,1125,3,1125,1,28,58,88,363,2020-12-17,170,0,0,97,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Private,1,0,4.787491742782046,Individual,0,1,0
330957,1,7,7,1,1,la Dreta de l'Eixample,Eixample,Apartment,Entire home/apt,5,1 bath,3,4,120,2,1125,2,2,1125,1125,2,1125,1,1,1,1,1,2020-12-19,420,17,0,95,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,Private,1,0,4.787491742782046,Professional,1,1,0
331026,0,3,3,1,1,Sant Antoni,Eixample,Apartment,Private room,2,1 shared bath,1,1,20,4,1123,4,4,1125,1125,4,1125,1,29,59,89,364,2020-12-17,181,3,0,95,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Shared,1,0,2.995732273553991,Individual,0,1,1
337755,1,7,7,1,1,la Vila Olímpica del Poblenou,Sant Martí,Apartment,Entire home/apt,4,1 bath,1,2,72,1,365,1,7,365,1125,2,1114.7,1,0,0,0,0,2020-12-18,8,5,0,97,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,Private,1,0,4.276666119016055,Professional,1,1,0
343622,0,1,1,1,1,Hostafrancs,Sants-Montjuïc,Apartment,Entire home/apt,6,1 bath,1,6,115,3,10,3,3,10,10,3,10,1,30,60,90,365,2020-12-17,102,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Private,1,0,4.74493212836325,Individual,0,1,0
343861,0,21,21,1,1,el Camp d'en Grassot i Gràcia Nova,Gràcia,Apartment,Entire home/apt,4,1 bath,1,1,45,3,1125,3,30,1125,1125,10.7,1125,1,27,57,87,191,2020-12-18,23,5,0,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Private,1,0,3.8066624897703196,Professional,1,1,1
343866,0,21,21,1,1,la Vila de Gràcia,Gràcia,Apartment,Entire home/apt,6,2 baths,2,2,81,3,1125,3,7,1125,1125,3,1125,1,0,0,0,89,2020-12-17,34,2,0,85,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Private,2,0,4.394449154672439,Professional,1,1,1
343972,0,0,0,1,1,la Font de la Guatlla,Sants-Montjuïc,Apartment,Private room,2,1 bath,1,2,30,2,1125,2,2,1125,1125,2,1125,1,0,0,0,0,2020-12-17,7,0,0,93,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Private,1,0,3.4011973816621555,Individual,1,1,1
345129,0,1,1,1,1,el Barri Gòtic,Ciutat Vella,Apartment,Private room,2,1 private bath,1,0,27,31,120,31,31,120,120,31,120,1,28,58,58,58,2020-12-17,32,0,0,92,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Private,1,0,3.295836866004329,Individual,1,1,0
351395,0,22,22,1,1,el Fort Pienc,Eixample,Apartment,Entire home/apt,6,2 baths,3,4,90,3,365,3,3,1125,1125,3,1125,1,0,0,0,170,2020-12-17,35,0,0,93,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,Private,2,0,4.499809670330265,Professional,1,1,0
352772,1,8,8,1,1,la Nova Esquerra de l'Eixample,Eixample,Apartment,Entire home/apt,5,1 bath,2,4,124,2,90,2,2,1125,1125,2,1125,1,0,0,0,249,2020-12-18,103,4,0,94,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,Private,1,0,4.820281565605037,Professional,1,1,0
353640,0,0,0,1,1,el Barri Gòtic,Ciutat Vella,Apartment,Entire home/apt,6,1.5 baths,2,4,81,2,1125,2,2,1125,1125,2,1125,1,29,59,89,319,2020-12-17,130,4,0,91,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,Private,1,0,4.394449154672439,Individual,0,1,0
357576,1,2,2,1,1,la Vila de Gràcia,Gràcia,Apartment,Entire home/apt,6,1 bath,3,4,82,1,1125,1,1,1125,1125,1,1125,1,5,21,51,304,2020-12-18,211,18,0,97,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,Private,1,0,4.406719247264253,Individual,0,1,0
357958,1,3,3,1,1,la Nova Esquerra de l'Eixample,Eixample,Apartment,Private room,2,1 private bath,1,2,41,2,1125,2,4,1125,1125,2.1,1125,1,9,32,62,242,2020-12-18,163,17,0,97,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,Private,1,0,3.713572066704308,Individual,1,1,1
359814,0,1,1,1,1,l'Antiga Esquerra de l'Eixample,Eixample,Apartment,Entire home/apt,4,1 bath,1,2,80,5,365,5,5,365,365,5,365,1,30,60,90,365,2020-12-18,4,0,0,90,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Private,1,0,4.382026634673881,Individual,0,1,0
359841,0,5,5,1,1,el Poblenou,Sant Martí,Apartment,Entire home/apt,4,1 bath,2,2,129,2,1125,2,2,1125,1125,2,1125,1,0,0,0,191,2020-12-18,320,20,0,94,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Private,1,0,4.859812404361672,Professional,1,1,0
363601,0,3,3,1,1,el Raval,Ciutat Vella,Apartment,Entire home/apt,2,1 bath,1,1,60,32,350,32,32,350,350,32,350,1,0,0,0,199,2020-12-17,26,0,0,84,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Private,1,0,4.0943445622221,Individual,1,1,0
364030,0,1,1,1,1,Sant Antoni,Eixample,Apartment,Entire home/apt,4,1 bath,2,2,90,3,60,3,3,1125,1125,3,1125,1,0,3,33,308,2020-12-18,283,10,0,94,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,Private,1,0,4.499809670330265,Individual,0,1,0
365911,0,4,4,1,1,la Nova Esquerra de l'Eixample,Eixample,Apartment,Entire home/apt,4,1.5 baths,3,3,92,3,90,3,4,90,90,3.1,90,1,0,0,0,170,2020-12-17,77,5,0,95,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,Private,1,0,4.5217885770490405,Professional,1,1,0
370665,0,134,134,1,1,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Apartment,Entire home/apt,6,1 bath,3,4,40,29,1125,29,29,1125,1125,29,1125,1,30,60,90,365,2020-12-17,0,0,0,94,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,Private,1,1,3.6888794541139363,Professional,0,0,1
377161,0,2,2,1,1,el Coll,Gràcia,Apartment,Entire home/apt,4,1 bath,2,3,64,2,365,1,2,1125,1125,2,1125,1,28,58,72,151,2020-12-17,392,42,1,93,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,Private,1,0,4.1588830833596715,Individual,1,1,1
384063,0,134,134,1,1,la Dreta de l'Eixample,Eixample,Apartment,Entire home/apt,6,2 baths,3,4,40,1,1125,1,1,1125,1125,1,1125,1,17,47,77,337,2020-12-17,9,0,0,71,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,Private,2,0,3.6888794541139363,Professional,0,1,1
384155,0,1,1,1,1,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Apartment,Entire home/apt,5,2 baths,2,5,61,32,360,32,32,1125,1125,32,1125,1,29,59,89,364,2020-12-17,70,0,0,89,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,Private,2,0,4.110873864173311,Individual,0,1,0
384464,0,8,8,1,1,la Dreta de l'Eixample,Eixample,Apartment,Entire home/apt,2,1 bath,1,1,85,2,360,2,2,360,360,2,360,1,15,39,69,344,2020-12-17,93,10,0,99,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Private,1,0,4.442651256490317,Professional,0,1,0
384867,0,3,3,1,1,l'Antiga Esquerra de l'Eixample,Eixample,Apartment,Private room,2,1.5 shared baths,1,1,26,2,30,2,2,30,30,2,30,1,25,25,25,25,2020-12-18,263,13,0,90,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,Shared,1,0,3.258096538021482,Individual,1,1,1
385049,1,36,36,1,1,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Apartment,Entire home/apt,6,2 baths,3,6,220,1,60,2,2,365,365,2,365,1,28,58,88,303,2020-12-17,215,10,0,93,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,Private,2,0,5.393627546352362,Professional,0,1,0
393717,0,3,3,1,1,el Raval,Ciutat Vella,Apartment,Entire home/apt,4,1 bath,2,4,114,32,300,32,32,1125,1125,32,1125,1,0,0,0,261,2020-12-18,319,13,0,87,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Private,1,0,4.736198448394496,Individual,1,1,0
394692,0,3,3,1,1,l'Antiga Esquerra de l'Eixample,Eixample,Apartment,Private room,2,1.5 shared baths,1,1,28,2,30,2,2,30,30,2,30,1,14,14,40,130,2020-12-18,331,9,0,88,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,Shared,1,0,3.332204510175204,Individual,1,1,0
399772,0,1,1,1,0,la Nova Esquerra de l'Eixample,Eixample,Apartment,Entire home/apt,3,1 bath,2,3,155,2,1125,2,5,1125,1125,2.2,1125,1,2,18,48,316,2020-12-18,19,0,0,91,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Private,1,0,5.043425116919247,Individual,0,1,0
399967,0,1,1,1,1,el Fort Pienc,Eixample,Apartment,Private room,3,1 bath,1,3,26,2,1125,2,2,1125,1125,2,1125,1,15,45,75,350,2020-12-17,21,1,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Private,1,0,3.258096538021482,Individual,0,1,0
401481,0,2,2,1,1,la Dreta de l'Eixample,Eixample,Apartment,Private room,3,1 shared bath,1,2,34,2,1125,2,2,1125,1125,2,1125,1,30,60,90,365,2020-12-17,395,11,0,93,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,Shared,1,0,3.5263605246161616,Individual,0,1,0
401990,1,1,1,1,1,l'Antiga Esquerra de l'Eixample,Eixample,Apartment,Private room,3,1.5 shared baths,1,2,53,2,1125,2,2,1125,1125,2,1125,1,28,58,88,178,2020-12-30,117,0,0,97,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,Shared,1,0,3.970291913552122,Individual,1,1,1
402657,1,1,1,1,1,Sant Antoni,Eixample,Apartment,Entire home/apt,4,1 bath,2,2,81,3,365,3,3,365,365,3,365,1,0,0,0,0,2020-12-18,245,8,0,94,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Private,1,0,4.394449154672439,Individual,1,1,1
408127,0,1,1,1,1,Sant Antoni,Eixample,Apartment,Private room,2,1 shared bath,1,1,100,3,30,3,3,30,30,3,30,1,0,0,0,0,2020-12-30,10,0,0,90,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Shared,1,0,4.605170185988092,Individual,1,1,0
412649,0,3,3,1,1,la Font de la Guatlla,Sants-Montjuïc,Apartment,Entire home/apt,3,1 bath,2,2,43,2,1125,2,2,1125,1125,2,1125,1,29,59,84,355,2020-12-17,176,4,0,90,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Private,1,0,3.7612001156935624,Individual,0,1,1
415892,0,10,10,1,1,la Dreta de l'Eixample,Eixample,Apartment,Entire home/apt,4,2 baths,2,2,453,3,1125,3,3,1125,1125,3,1125,1,30,60,90,365,2020-12-17,56,0,0,96,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,Private,2,0,6.115892125483034,Professional,0,1,0
416704,0,1,1,1,1,el Fort Pienc,Eixample,Apartment,Private room,2,1 shared bath,1,1,25,2,30,2,2,30,30,2,30,1,0,0,0,0,2020-12-17,25,0,0,95,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Shared,1,0,3.2188758248682006,Individual,1,1,0
417239,0,1,1,1,1,la Vila de Gràcia,Gràcia,Apartment,Entire home/apt,5,1.5 baths,2,2,68,30,1125,30,30,1125,1125,30,1125,1,29,59,89,364,2020-12-17,95,1,0,95,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,Private,1,0,4.219507705176107,Individual,0,1,0
424137,1,10,10,1,1,el Raval,Ciutat Vella,Apartment,Entire home/apt,6,1 bath,2,3,71,1,365,1,6,365,365,2.6,365,1,27,57,87,326,2020-12-18,57,39,1,96,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,Private,1,0,4.2626798770413155,Professional,0,1,0
432482,1,2,2,1,1,la Dreta de l'Eixample,Eixample,Apartment,Entire home/apt,5,1.5 baths,2,6,134,7,1125,7,10,1125,1125,7.6,1125,1,30,60,90,90,2020-12-18,240,24,0,96,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,Private,1,0,4.897839799950911,Individual,1,1,0
437886,0,2,2,1,1,la Dreta de l'Eixample,Eixample,Apartment,Private room,2,1 shared bath,1,1,50,2,200,2,2,1125,1125,2,1125,1,0,0,0,0,2020-12-18,246,0,0,96,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Shared,1,0,3.912023005428146,Individual,1,1,1
439057,0,1,1,1,1,la Vila de Gràcia,Gràcia,Apartment,Entire home/apt,6,2 baths,2,3,130,2,30,2,2,30,30,2,30,1,29,59,89,354,2020-12-17,262,7,0,92,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,Private,2,0,4.867534450455582,Individual,0,1,0
440427,0,16,16,1,1,la Sagrada Família,Eixample,Apartment,Entire home/apt,6,1 bath,2,4,94,3,1125,2,4,300,1125,2.8,869.3,1,30,60,90,365,2020-12-18,88,2,0,93,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,Private,1,0,4.543294782270004,Professional,0,1,0
443110,1,14,14,1,1,l'Antiga Esquerra de l'Eixample,Eixample,Apartment,Entire home/apt,5,1 bath,2,3,250,4,365,4,4,365,365,4,365,1,30,60,90,365,2020-12-17,39,0,0,93,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Private,1,0,5.521460917862246,Professional,0,1,0
443222,0,12,12,1,1,la Sagrada Família,Eixample,Apartment,Entire home/apt,5,1 bath,2,3,55,3,1124,3,5,1125,1125,3.1,1125,1,30,60,85,95,2020-12-17,102,11,0,92,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,Private,1,0,4.007333185232471,Professional,1,1,0
443909,1,1,1,1,1,el Barri Gòtic,Ciutat Vella,Apartment,Private room,2,1 shared bath,1,1,35,3,300,3,3,300,300,3,300,1,0,0,0,75,2020-12-17,315,8,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Shared,1,0,3.5553480614894135,Individual,1,1,1
446665,0,2,2,1,0,la Font de la Guatlla,Sants-Montjuïc,Apartment,Private room,2,1 shared bath,1,1,32,1,60,1,1,60,60,1,60,1,30,60,90,90,2020-12-18,53,1,0,93,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Shared,1,0,3.4657359027997265,Individual,1,1,0
449854,0,5,5,1,1,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Apartment,Entire home/apt,4,1 bath,1,2,74,3,1125,3,31,1125,1125,9.8,1125,1,14,44,74,204,2020-12-17,131,11,0,92,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,Private,1,0,4.30406509320417,Professional,1,1,0
451758,0,5,5,1,1,el Raval,Ciutat Vella,Apartment,Entire home/apt,3,1 bath,1,2,70,3,1125,3,31,1125,1125,6.8,1125,1,0,0,18,76,2020-12-18,121,3,0,96,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,Private,1,0,4.248495242049359,Professional,1,1,0
456333,0,2,2,1,1,la Dreta de l'Eixample,Eixample,Apartment,Private room,2,1.5 baths,1,1,28,1,30,1,1,30,30,1,30,1,0,0,0,0,2020-12-17,43,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Private,1,0,3.332204510175204,Individual,1,1,0
457195,1,14,14,1,1,la Dreta de l'Eixample,Eixample,Apartment,Entire home/apt,6,2 baths,3,3,267,1,365,1,32,365,365,4.6,365,1,1,1,1,1,2020-12-19,15,4,0,95,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,Private,2,0,5.58724865840025,Professional,1,1,0
462557,0,1,1,1,1,l'Antiga Esquerra de l'Eixample,Eixample,Apartment,Private room,2,1.5 shared baths,1,1,33,2,180,2,2,180,180,2,180,1,0,0,17,107,2020-12-18,67,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Shared,1,0,3.4965075614664802,Individual,1,1,0
468912,0,1,1,1,1,la Vila de Gràcia,Gràcia,Apartment,Private room,2,2 baths,1,1,40,2,6,2,2,6,6,2,6,1,30,60,90,365,2020-12-18,111,11,0,95,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Private,2,0,3.6888794541139363,Individual,0,1,0
472062,1,5,5,1,1,la Vila de Gràcia,Gràcia,Apartment,Entire home/apt,4,1 bath,2,3,143,3,1125,3,3,1125,1125,3,1125,1,0,28,58,333,2020-12-17,34,1,0,94,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,Private,1,0,4.962844630259907,Professional,0,1,0
473395,1,5,5,1,1,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,Apartment,Entire home/apt,5,2 baths,2,3,171,5,365,5,5,365,365,5,365,1,0,28,58,148,2020-12-17,50,4,0,96,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,Private,2,0,5.14166355650266,Professional,1,1,0
473459,1,5,5,1,1,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,Apartment,Entire home/apt,5,2 baths,2,3,138,3,365,3,3,365,365,3,365,1,0,0,0,61,2020-12-18,21,1,0,96,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,Private,2,0,4.927253685157205,Professional,1,1,0
474669,1,1,1,1,0,la Maternitat i Sant Ramon,Les Corts,Apartment,Entire home/apt,4,1 bath,2,3,118,3,1125,3,3,1125,1125,3,1125,1,30,60,90,192,2020-12-18,61,3,0,90,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,Private,1,0,4.770684624465665,Individual,1,1,0
480975,0,1,1,1,1,el Poble Sec,Sants-Montjuïc,Apartment,Private room,3,1 bath,1,2,50,1,1125,1,1,1125,1125,1,1125,1,0,0,0,0,2020-12-17,0,0,0,94,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Private,1,1,3.912023005428146,Individual,1,0,0
481739,0,53,53,1,1,la Dreta de l'Eixample,Eixample,Apartment,Entire home/apt,4,1 bath,1,1,106,1,300,1,5,300,300,2.1,300,1,0,0,0,1,2020-12-17,23,6,0,94,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Private,1,0,4.663439094112067,Professional,1,1,0
485011,0,0,0,1,1,la Dreta de l'Eixample,Eixample,Apartment,Private room,2,2 baths,1,0,58,2,7,2,2,7,7,2,7,1,0,0,0,0,2020-12-19,89,0,0,95,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Private,2,0,4.060443010546419,Individual,1,1,0
490517,0,53,53,1,1,el Camp d'en Grassot i Gràcia Nova,Gràcia,Apartment,Entire home/apt,5,1 bath,2,2,106,1,300,1,5,300,300,2.7,300,1,0,0,0,1,2020-12-17,29,3,0,81,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Private,1,0,4.663439094112067,Professional,1,1,0
490803,0,53,53,1,1,la Sagrada Família,Eixample,Apartment,Entire home/apt,6,1.5 baths,2,3,118,1,300,1,5,300,300,2,300,1,0,0,0,1,2020-12-17,71,11,0,86,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Private,1,0,4.770684624465665,Professional,1,1,0
490853,0,4,4,1,1,la Sagrada Família,Eixample,Apartment,Private room,2,1 shared bath,1,1,38,1,1125,1,1,1125,1125,1,1125,1,30,55,85,356,2020-12-17,496,14,0,85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Shared,1,0,3.6375861597263857,Professional,0,1,1
494834,0,53,53,1,1,el Baix Guinardó,Horta-Guinardó,Apartment,Entire home/apt,4,1 bath,1,2,94,1,300,1,5,300,300,2,300,1,0,0,0,0,2020-12-18,32,3,0,81,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Private,1,0,4.543294782270004,Professional,1,1,0
496997,0,22,22,1,1,l'Antiga Esquerra de l'Eixample,Eixample,Apartment,Entire home/apt,6,2 baths,3,5,110,3,1125,3,3,1125,1125,3,1125,1,0,0,0,0,2020-12-19,215,10,0,92,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,Private,2,0,4.700480365792417,Professional,1,1,0
497545,0,22,22,1,1,l'Antiga Esquerra de l'Eixample,Eixample,Apartment,Entire home/apt,6,2 baths,3,5,120,3,1125,3,3,1125,1125,3,1125,1,0,0,0,0,2020-12-18,164,5,0,91,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Private,2,0,4.787491742782046,Professional,1,1,0
498416,0,24,24,1,1,el Barri Gòtic,Ciutat Vella,Apartment,Entire home/apt,3,1 bath,1,2,28,32,330,32,32,330,330,32,330,1,30,60,90,365,2020-12-17,9,0,0,92,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Private,1,0,3.332204510175204,Professional,0,1,0
498632,0,39,39,1,1,l'Antiga Esquerra de l'Eixample,Eixample,Apartment,Entire home/apt,5,1 bath,3,4,106,1,1125,2,7,1125,1125,3.7,1125,1,30,60,90,350,2020-12-18,75,9,0,93,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,Private,1,0,4.663439094112067,Professional,0,1,0
502436,0,25,25,1,1,el Barri Gòtic,Ciutat Vella,Apartment,Entire home/apt,4,2 baths,2,2,140,33,160,33,33,160,160,33,160,1,30,60,90,365,2020-12-17,3,0,0,100,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Private,2,0,4.941642422609304,Professional,0,1,0
507667,0,2,2,1,0,el Fort Pienc,Eixample,Apartment,Private room,2,2 baths,1,1,60,3,1125,3,3,1125,1125,3,1125,1,0,15,45,320,2020-12-18,86,2,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Private,2,0,4.0943445622221,Individual,0,1,0
508212,1,1,1,1,1,l'Antiga Esquerra de l'Eixample,Eixample,Apartment,Entire home/apt,2,1 bath,2,2,96,90,250,90,90,250,250,90,250,1,22,49,71,161,2020-12-17,71,1,0,96,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,Private,1,0,4.564348191467836,Individual,1,1,0
510923,1,2,2,1,0,el Congrés i els Indians,Sant Andreu,Apartment,Entire home/apt,4,2 baths,3,3,70,6,1125,6,6,1125,1125,6,1125,1,0,0,24,299,2020-12-17,23,0,0,91,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Private,2,0,4.248495242049359,Individual,1,1,0
511739,0,134,134,1,1,la Sagrada Família,Eixample,Apartment,Entire home/apt,6,1 bath,2,5,98,1,1125,1,1,1125,1125,1,1125,1,0,0,0,0,2020-12-18,7,0,0,90,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,Private,1,0,4.584967478670572,Professional,1,1,0
512368,0,2,2,1,1,el Raval,Ciutat Vella,Apartment,Private room,2,2 shared baths,1,1,30,13,1125,13,13,1125,1125,13,1125,1,22,52,82,357,2020-12-17,42,0,0,96,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Shared,2,0,3.4011973816621555,Individual,0,1,0
512666,1,6,6,1,1,el Raval,Ciutat Vella,Apartment,Entire home/apt,6,1 bath,2,3,125,6,600,4,6,600,600,5.9,600,1,0,0,14,265,2020-12-17,64,3,0,94,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,Private,1,0,4.8283137373023015,Professional,1,1,0
512737,1,6,6,1,1,el Raval,Ciutat Vella,Apartment,Entire home/apt,5,1 bath,2,3,86,6,60,4,6,1125,1125,5.9,1125,1,25,55,85,357,2020-12-18,20,0,0,96,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Private,1,0,4.454347296253507,Professional,0,1,1
513825,0,11,11,1,1,el Fort Pienc,Eixample,Apartment,Entire home/apt,6,2 baths,3,4,117,2,365,2,2,365,365,2,365,1,29,59,89,354,2020-12-17,52,2,0,92,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,Private,2,0,4.762173934797756,Professional,0,1,0
515230,0,7,7,1,1,Sant Antoni,Eixample,Apartment,Entire home/apt,3,1 bath,2,2,43,33,1125,33,33,1125,1125,33,1125,1,28,56,85,360,2020-12-18,122,0,0,83,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Private,1,0,3.7612001156935624,Professional,0,1,0
